accx,accy,accz,gyrox,gyroy,gyroz
3.91,2.17,-8.84,-0.44,1.71,0.78
3.61,3.13,-9.27,-0.60,0.60,0.72
4.08,2.24,-8.84,-0.52,0.71,0.36
4.60,3.17,-9.66,-0.02,1.31,0.40
4.02,4.81,-8.74,0.52,1.65,0.04
5.98,3.13,-9.43,0.18,2.10,0.63
10.12,4.44,-5.66,-0.98,0.11,0.69
5.09,3.52,-10.42,-0.60,-0.19,-0.19
5.56,3.06,-6.77,-1.12,-0.14,-0.19
7.00,2.74,-7.17,0.01,-1.22,0.11
5.83,2.57,-7.73,0.43,-0.82,-0.02
5.10,2.06,-8.20,0.07,-1.75,0.20
5.09,1.39,-8.58,0.19,-1.24,0.55
5.18,1.73,-9.81,0.28,-0.48,1.09
5.86,2.26,-9.26,0.39,-0.81,0.65
1.25,9.09,3.61,0.10,0.11,0.00
1.14,8.54,3.27,-0.20,-0.01,-0.01
0.78,7.69,4.30,-0.73,-0.12,-0.11
0.70,7.22,3.69,-0.98,-0.27,-0.25
0.52,6.90,3.91,-0.99,-0.15,-0.21
1.37,5.83,4.41,-0.85,-0.28,-0.16
1.59,4.95,3.59,-0.78,-0.32,0.04
1.42,5.65,4.60,-0.64,0.32,0.24
0.48,4.73,4.91,-0.59,0.02,0.23
0.60,3.50,6.56,-0.31,0.11,-0.09
1.65,3.01,5.85,0.35,-0.40,-0.39
0.93,2.19,5.57,0.66,-0.49,-0.17
0.90,0.44,3.52,1.57,0.27,-0.09
0.48,5.92,-1.17,2.81,0.15,-0.60
-5.01,9.98,-24.04,4.37,-0.76,0.84
9.20,-1.20,0.46,-0.34,4.37,1.72
-4.92,4.73,2.42,2.49,-0.18,-2.61
-2.09,5.61,-1.80,1.94,-4.37,-0.63
-9.27,6.03,-24.21,3.60,-1.75,-2.13
-19.48,15.61,-3.48,0.98,3.19,-0.46
5.14,17.63,29.52,4.37,4.37,-4.37
1.74,5.01,-8.02,4.37,-0.02,3.72
0.93,4.79,-4.48,-1.08,1.29,-0.94
-5.08,4.08,1.07,-1.43,-2.31,0.06
5.48,-20.45,-17.58,0.09,3.67,-1.02
-4.69,-0.19,-5.96,-0.11,4.37,-0.83
12.15,3.66,-29.60,3.71,0.97,-0.13
7.86,-3.12,-13.96,0.65,-0.28,-0.43
-1.02,2.20,-19.01,-1.56,-0.85,-0.59
2.47,-0.41,-8.69,-0.73,-1.94,0.69
3.90,2.93,-11.77,-0.21,-3.66,1.01
0.77,1.54,-7.84,-0.47,-1.81,-0.15
0.99,3.07,-9.52,-0.20,0.07,-0.17
0.25,3.49,-10.03,0.06,-0.41,-0.15
-0.59,3.21,-10.75,0.02,0.00,0.05
-0.45,2.02,-9.84,0.21,0.20,0.26
0.23,2.16,-9.89,0.19,0.02,0.13
-0.14,1.95,-11.03,0.20,-0.16,0.17
-0.20,2.06,-10.78,0.09,0.06,0.06
-0.15,1.81,-10.38,-0.02,-0.07,0.13
0.09,1.91,-10.43,0.06,0.03,0.03
0.01,1.82,-9.91,0.12,0.01,0.04
-0.04,1.88,-10.43,0.14,0.15,-0.08
0.00,1.61,-10.51,0.07,0.03,-0.04
-0.20,1.52,-10.39,0.21,-0.18,-0.15
-0.38,1.44,-10.62,0.13,-0.19,-0.22
-0.40,1.08,-10.71,-0.00,0.02,-0.03
-0.68,1.44,-10.85,0.02,-0.11,-0.06
-0.41,1.22,-10.57,-0.11,-0.12,-0.01
-0.49,1.30,-10.37,-0.01,-0.03,0.02
-0.49,1.32,-10.61,0.02,0.06,0.01
-0.44,1.28,-10.64,-0.00,0.05,0.03
-0.34,1.24,-10.57,0.03,0.04,-0.00
-0.47,1.09,-10.47,-0.02,-0.02,-0.00
-0.45,1.19,-10.65,-0.03,-0.01,-0.00
-0.40,1.21,-10.49,-0.03,0.01,0.01
-0.50,1.14,-10.57,-0.03,0.04,0.02
