accx,accy,accz,gyrox,gyroy,gyroz
7.73,4.55,3.71,-0.04,-0.04,0.00
7.71,4.71,3.76,-0.03,-0.00,0.01
7.69,4.62,3.56,-0.05,-0.01,0.01
7.80,4.66,3.62,0.00,0.07,0.03
7.86,4.67,3.61,-0.07,-0.00,0.00
7.83,4.70,3.60,-0.02,0.02,0.02
-1.91,8.66,2.13,0.00,0.04,0.05
-2.04,8.17,1.80,0.13,-0.11,0.11
-2.32,7.63,2.17,0.08,0.05,0.19
-2.18,5.88,1.22,0.42,-0.41,0.41
-1.76,5.16,1.10,0.53,0.20,0.44
-0.99,4.95,1.30,0.44,0.29,0.53
-0.36,5.39,0.62,0.35,0.36,0.69
-0.15,6.41,-0.07,0.00,1.11,0.71
-0.74,8.73,0.02,-0.25,1.03,0.66
-1.24,11.53,1.01,0.07,1.09,0.73
-0.46,10.74,0.19,0.00,0.26,0.82
-0.32,11.44,0.37,-0.72,0.67,0.81
-1.22,10.52,0.46,-0.14,0.57,1.02
-1.64,9.80,0.85,-0.56,0.67,0.69
-0.85,8.42,-0.16,-0.38,0.51,0.92
-2.65,4.63,-0.82,-0.08,-0.02,0.82
-1.67,2.47,-0.80,-0.12,-0.20,0.54
2.31,4.90,-3.03,0.83,0.62,0.10
5.01,16.00,-3.88,2.59,1.65,0.37
2.46,38.00,6.61,4.37,-1.29,4.37
2.95,8.32,3.69,-1.42,0.86,1.75
16.23,-0.47,5.10,0.52,0.39,2.07
11.27,15.07,4.99,-1.52,1.30,1.63
14.64,1.75,4.24,-1.85,0.32,-0.59
9.45,5.65,0.88,0.10,1.28,0.53
8.58,-0.78,2.73,-1.15,0.21,0.86
7.94,2.72,1.98,-0.34,0.34,0.36
9.53,3.34,3.50,-0.29,0.38,0.14
9.41,4.13,2.61,-0.29,0.04,0.07
8.15,4.87,2.47,-0.12,0.17,-0.03
8.29,4.68,2.59,-0.17,0.26,-0.18
7.81,5.81,3.38,-0.30,0.22,-0.20
7.34,5.73,3.41,-0.10,0.12,-0.23
7.27,5.05,3.09,-0.14,-0.01,-0.14
7.14,5.41,3.79,-0.02,-0.06,-0.20
7.11,5.49,3.37,-0.20,-0.03,-0.26
7.02,5.29,3.36,0.02,0.04,-0.20
6.90,6.11,3.66,-0.07,0.02,-0.17
7.11,5.73,3.25,-0.02,-0.01,-0.14
7.47,6.06,3.55,-0.13,-0.08,-0.10
7.30,5.69,3.48,-0.11,-0.09,-0.07
7.41,5.34,3.18,-0.04,-0.19,-0.18
7.59,5.89,3.32,0.24,0.08,-0.26
8.12,5.52,3.59,0.15,0.01,-0.22
7.47,5.53,3.24,0.13,-0.32,-0.48
7.16,5.44,3.08,0.31,-0.35,-0.56
7.09,5.90,2.35,0.19,-0.65,-0.51
7.36,6.22,2.43,0.42,-0.53,-0.53
7.27,6.28,1.88,0.68,-0.62,-0.59
7.28,6.84,0.96,0.61,-0.78,-0.66
6.97,7.50,0.33,0.44,-0.91,-0.80
6.49,7.68,-0.42,0.28,-0.41,-0.53
6.29,9.70,1.01,1.12,0.66,-0.93
5.10,8.37,-0.56,0.34,0.38,-1.05
4.89,8.15,-0.93,0.36,0.92,-0.98
4.36,8.68,-1.04,0.12,0.92,-0.96
3.33,9.32,-0.61,0.06,0.83,-0.99
-2.31,8.78,1.85,-0.02,0.00,0.02
-2.53,8.07,1.65,0.04,-0.12,0.11
-3.00,7.92,1.46,0.01,-0.04,0.22
-2.94,8.24,1.51,0.10,-0.09,0.41
-2.23,8.51,1.50,0.08,0.04,0.52
-1.68,8.40,1.60,-0.00,0.09,0.61
-1.63,8.01,1.47,-0.04,0.06,0.62
-2.17,7.67,1.69,0.03,-0.09,0.63
-2.08,6.73,1.48,0.21,-0.24,0.69
-1.08,6.06,0.89,0.18,-0.04,0.66
0.10,6.54,0.97,-0.39,0.49,0.85
-0.13,5.79,1.38,-0.41,0.26,1.29
1.82,4.65,0.52,-0.17,0.11,1.23
2.25,7.26,2.01,-0.34,0.59,0.85
1.66,6.79,1.65,0.17,0.40,0.78
0.66,7.28,0.51,0.49,0.38,0.57
-0.86,7.94,-0.32,0.95,0.88,0.72
-2.71,7.65,-1.29,1.17,-0.01,0.44
0.40,9.29,-3.89,0.92,0.85,0.21
5.95,12.83,-5.17,1.74,0.98,0.91
7.67,18.87,-1.94,2.19,2.62,1.86
7.88,27.95,-11.88,0.80,2.44,3.18
14.07,-10.33,10.95,-0.25,0.13,2.02
9.09,6.54,5.96,-0.34,0.86,-0.27
10.20,8.43,2.30,-1.08,1.02,-0.43
12.80,2.19,3.57,-1.81,0.68,0.18
8.18,2.72,4.17,-0.26,1.24,0.76
8.11,3.95,3.56,-0.48,0.65,0.62
7.58,2.89,4.01,-0.43,0.33,0.71
8.85,2.43,3.30,-0.05,0.32,0.22
8.15,5.52,3.73,-0.01,0.61,0.04
8.23,5.07,4.05,-0.16,0.56,-0.07
6.76,5.30,4.57,-0.31,0.37,-0.10
6.54,4.31,4.71,-0.24,-0.06,-0.19
6.72,4.72,4.50,-0.14,-0.05,-0.32
7.09,5.11,4.62,-0.15,-0.05,-0.35
6.78,4.94,4.25,-0.23,0.01,-0.33
6.69,5.09,4.36,-0.01,0.05,-0.27
7.22,5.16,4.28,0.09,0.08,-0.23
7.18,5.79,4.47,0.17,0.18,-0.25
6.73,5.92,4.63,0.07,0.20,-0.23
6.70,5.08,5.34,0.06,-0.02,-0.29
6.81,4.84,5.04,0.27,-0.19,-0.43
6.60,4.89,5.03,0.56,-0.46,-0.55
6.75,5.75,4.46,0.75,-0.74,-0.63
6.94,6.07,4.02,0.79,-0.97,-0.69
7.22,6.56,2.97,0.84,-1.04,-0.61
6.80,6.60,1.62,0.88,-1.05,-0.61
6.44,7.58,1.13,0.70,-0.72,-0.66
6.86,8.15,0.62,0.67,-0.22,-0.77
6.51,7.44,0.02,0.48,0.32,-0.79
5.63,7.69,-0.70,0.59,0.45,-1.13
4.92,8.72,-0.67,0.57,0.27,-1.25
4.58,9.30,-1.46,0.58,0.15,-1.52
3.42,8.30,-0.56,0.10,0.17,-1.67
1.30,7.58,-0.59,0.26,0.48,-1.16
-0.60,8.44,-0.75,0.57,1.03,-1.01
-2.44,8.78,2.11,-0.13,0.05,0.03
-2.58,8.65,2.01,-0.06,0.01,0.03
-2.72,8.52,1.91,-0.04,0.06,0.07
-3.18,8.37,1.34,0.09,0.01,0.16
-3.20,7.54,1.40,0.08,-0.03,0.35
-3.24,7.49,1.36,0.09,-0.06,0.48
-3.02,7.65,1.25,0.16,0.06,0.60
-2.59,7.83,1.36,0.14,0.08,0.70
-1.98,7.40,1.26,-0.02,-0.01,0.84
-1.50,6.95,0.66,-0.15,0.03,0.89
-1.35,7.21,1.25,-0.17,0.13,0.91
-0.25,7.21,1.73,-0.08,0.05,0.91
0.78,6.08,0.96,-0.13,0.06,0.94
0.68,6.05,1.12,-0.31,0.20,0.95
1.03,6.28,0.86,-0.48,0.47,0.82
0.97,7.33,2.39,-0.63,0.47,0.73
-0.28,5.62,1.27,-0.17,0.50,0.66
0.03,4.81,0.11,0.96,0.78,0.50
-5.28,4.64,-2.32,1.20,0.40,0.42
-1.44,12.69,-1.92,1.32,-0.03,0.10
2.77,13.37,-6.77,0.55,1.31,1.11
6.77,18.78,-4.68,2.47,2.69,2.34
15.54,38.99,1.73,-4.37,-0.80,4.37
12.08,-8.84,16.10,-1.17,-1.78,0.89
9.53,7.79,7.75,1.53,0.81,0.62
10.51,9.88,3.75,-0.97,0.47,-0.09
9.33,3.36,3.37,-1.10,0.54,-0.05
9.24,1.37,2.37,-0.28,0.98,1.07
6.11,6.57,2.88,-0.52,0.17,0.87
8.30,2.73,1.48,0.10,0.13,0.69
11.68,4.02,3.71,-0.22,0.78,0.50
6.28,3.86,3.82,0.05,0.16,-0.31
7.08,3.31,3.47,-0.12,-0.35,-0.45
7.91,5.22,3.86,-0.05,-0.59,-0.80
8.15,5.08,3.24,0.08,-0.29,-0.73
8.06,5.72,2.85,0.40,0.05,-0.67
7.75,7.47,3.10,0.59,0.23,-0.57
6.14,6.96,2.43,0.45,0.05,-0.55
6.03,6.40,3.09,0.72,-0.22,-0.66
6.41,6.52,2.36,0.68,-0.49,-0.73
6.90,6.53,2.06,0.96,-0.80,-0.81
7.31,7.73,0.41,1.20,-0.37,-0.72
5.85,8.25,-0.32,1.04,-0.41,-0.87
5.43,9.37,-1.02,0.67,0.03,-0.95
5.40,8.40,-1.09,0.40,0.03,-1.06
4.26,7.45,-1.81,0.58,0.59,-1.05
4.42,9.63,-1.83,0.42,0.74,-1.11
3.44,9.51,-1.97,0.22,0.54,-1.34
2.12,9.13,-1.32,0.30,0.57,-1.50
0.23,7.92,-2.32,0.28,0.65,-1.19
-1.30,7.03,-1.96,0.28,1.17,-0.80
-1.88,8.04,-2.50,0.73,0.90,-0.99
-1.98,10.04,-3.49,0.84,-0.10,-1.05
-1.52,8.98,-3.14,0.90,-0.09,-0.73
-2.15,7.69,-4.03,0.85,-0.39,-0.41
-3.42,7.43,-3.82,0.88,0.09,0.25
-4.69,10.44,-7.28,0.95,-0.22,0.21
-3.21,6.90,0.94,0.19,-0.06,0.50
-3.17,7.76,0.70,0.20,0.17,0.68
-1.92,7.77,0.51,0.11,0.22,0.86
-1.86,6.50,0.14,0.05,0.10,0.97
-1.93,7.98,0.43,-0.47,0.49,0.82
-2.49,8.19,0.75,-0.12,0.28,1.05
-1.18,9.06,0.51,-0.34,0.11,1.10
-0.80,8.49,0.70,-0.49,0.11,1.26
0.55,6.45,1.83,-0.65,0.17,1.26
1.18,5.93,1.69,-0.79,0.14,1.17
2.05,6.51,2.15,-1.13,0.65,0.71
1.94,8.25,3.32,-0.57,0.26,0.65
-0.87,4.91,2.01,-0.34,0.58,0.73
-4.34,2.29,1.32,0.84,-0.44,0.85
3.42,0.24,-3.35,1.97,-0.17,-0.09
9.85,12.44,-5.62,4.37,1.28,0.13
6.40,10.34,-2.71,1.82,2.48,1.86
19.99,39.43,-5.93,1.70,3.50,1.94
9.00,11.77,12.07,-1.79,1.03,1.06
4.49,1.28,5.80,-1.16,1.05,1.50
9.69,6.13,5.15,0.04,-0.20,-0.87
8.45,6.88,2.19,-0.68,0.70,-0.07
8.58,4.06,1.96,-0.62,0.12,-0.00
9.12,5.72,2.88,-0.26,1.22,0.43
6.93,6.56,2.09,-0.34,0.90,0.46
6.14,5.75,3.61,-0.03,1.00,0.51
7.51,5.70,3.01,-1.00,-0.96,-0.21
7.71,5.09,2.93,-0.48,0.61,0.09
6.44,4.48,2.94,-0.36,0.26,0.07
6.41,6.18,3.92,-0.08,-0.02,-0.05
6.53,6.24,3.74,0.07,0.27,-0.27
6.00,5.06,4.01,-0.00,-0.03,-0.54
6.48,7.30,4.08,0.17,0.44,-0.61
5.77,6.47,4.33,-0.13,0.13,-0.51
6.41,6.01,4.52,-0.26,0.00,-0.45
6.50,6.33,4.78,0.27,0.04,-0.58
5.61,6.00,4.69,0.42,-0.10,-0.74
5.97,6.84,3.97,0.60,-0.23,-0.59
5.58,7.01,3.25,1.29,-0.15,-0.59
5.42,8.07,2.30,1.16,-0.46,-0.76
4.79,7.68,1.36,1.11,-0.31,-0.85
5.35,8.68,1.42,1.42,-0.34,-0.90
3.90,8.24,0.64,0.98,0.06,-0.86
3.29,9.29,0.38,1.11,0.04,-0.76
4.25,8.80,0.08,1.24,0.13,-0.98
2.46,7.77,-1.57,1.22,-0.02,-0.75
1.63,8.38,-2.06,1.60,-0.22,-0.75
-1.78,9.19,-5.32,1.46,-0.08,-0.41
-1.94,10.43,-6.93,1.17,-0.54,-0.11
-1.43,10.84,-7.63,0.77,-0.59,0.21
0.49,11.71,-6.36,0.08,-0.94,0.71
-0.23,8.62,-6.90,-0.36,-0.97,0.54
-0.43,6.85,-5.61,-0.16,-1.06,0.27
0.78,8.18,-5.16,-0.30,-0.88,0.50
1.49,9.01,-5.54,-0.13,-0.23,1.03
1.53,8.37,-5.78,0.20,-0.54,0.83
2.79,7.90,-5.95,0.54,-1.26,0.80
-3.19,8.16,1.19,0.01,0.21,0.12
-3.23,7.71,1.05,-0.01,0.24,0.25
-3.09,7.15,0.56,0.01,0.31,0.46
-3.26,7.72,0.87,0.01,0.43,0.56
-2.52,7.24,1.13,-0.03,0.39,0.81
-0.88,5.55,0.75,-0.21,0.22,1.01
-0.71,3.99,0.79,-0.30,0.27,1.05
0.48,3.90,-0.78,-0.17,0.77,0.98
-1.14,7.25,0.09,-0.27,1.40,0.89
-1.34,9.05,0.62,-0.46,0.67,0.75
-1.12,7.58,1.32,-0.81,0.19,0.69
-2.62,4.10,1.25,-0.29,0.37,0.70
-3.66,2.92,-0.20,1.05,-0.02,0.61
-3.01,5.61,-2.56,2.04,-0.39,0.71
-2.28,11.70,-6.79,2.11,0.28,0.83
5.53,13.94,-5.80,1.30,2.60,1.94
2.96,13.80,-4.11,2.25,1.90,1.70
14.44,31.69,-10.02,1.95,3.82,2.41
13.67,-2.55,10.34,-4.16,-1.04,3.17
8.07,-1.48,4.43,-0.08,0.72,0.90
14.29,7.67,4.92,0.60,1.08,-0.34
10.05,3.96,3.59,-0.86,0.74,0.26
9.08,1.34,0.85,0.51,0.68,0.59
7.26,6.53,1.70,0.21,0.47,0.72
8.29,3.57,1.71,-0.33,0.06,0.56
9.43,4.03,1.26,-0.08,-0.12,0.18
9.08,5.69,1.25,0.11,0.03,-0.04
7.54,4.94,2.00,-0.28,-0.49,-0.26
8.06,5.58,1.58,-0.15,-0.31,-0.22
8.52,4.16,1.55,-0.22,-0.27,-0.33
8.49,5.44,1.08,0.09,-0.10,-0.31
8.88,5.67,0.62,0.22,-0.09,-0.40
8.99,5.34,1.22,0.31,-0.02,-0.44
8.22,5.69,1.17,0.65,0.07,-0.58
7.71,5.40,1.24,0.61,-0.13,-0.77
7.88,5.75,0.49,0.83,-0.39,-0.83
7.69,6.40,-0.61,1.12,-0.34,-0.86
7.17,7.34,-0.81,1.15,-0.55,-0.84
6.89,7.40,-1.40,1.00,-0.54,-0.95
6.20,6.97,-1.96,1.08,-0.50,-1.02
5.79,8.96,-3.06,0.98,-0.34,-0.98
4.74,9.00,-3.98,0.52,-0.27,-1.26
3.27,9.43,-4.66,0.48,-0.19,-1.32
1.92,9.07,-5.04,0.21,-0.58,-1.32
0.28,8.00,-3.87,0.37,-0.61,-1.27
0.28,8.80,-3.58,0.25,0.09,-0.70
-1.03,8.33,-3.32,-0.31,0.74,-0.69
-1.58,7.68,-5.59,-0.38,-0.34,-0.59
0.23,8.53,-4.94,0.97,-1.04,-0.61
-2.29,9.39,-6.69,0.26,-0.43,-0.11
-0.36,11.08,-5.30,-0.15,-0.06,-0.23
2.34,10.20,-4.27,-0.50,-0.34,-0.27
-1.80,9.25,-5.75,-0.46,-0.65,0.11
-1.31,8.67,-5.74,0.20,-0.41,0.37
-0.88,8.70,-5.90,0.29,-0.99,0.62
-0.22,8.28,-5.24,0.70,-1.00,1.00
1.70,9.77,-5.91,0.66,-1.01,1.43





